character,text,final_label
Rosa,Your client instigated the fight. I'm certain. And I'm happy to tell you why.,Police Work
Rosa,Huh. Boyle's advice worked.,Emotion
Rosa,"I'm in a cabin in the middle of nowhere. Inside it's just me and that stupid, slimy defense attorney.",Insult / Snark
Rosa,"I owe you one, Boyle. Thank-you dinner. Tomorrow night. Gribaldi's. It's all-you-can-eat linguini.",Food
Rosa,"Oh, my boyfriend's coming too.",Romance
Rosa,You're not a genie.,Insult / Snark
Rosa,"The guy who did the safe in the second apartment, what was his name?",Police Work
Rosa,What?,Conversation Glue
Rosa,"Yeah, I know how to spell cone.",Conversation Glue
Rosa,Nope.,Conversation Glue
Rosa,Nope.,Conversation Glue
Rosa,You have a problem with me that you want to talk about?,Emotion
Rosa,Here's an itemized list of everything taken from the garden apartment.,Police Work
Rosa,"Oh, my God, enough.",Emotion
Rosa,"That's it. Get in my car, now. And if you say another word, I promise you, you will regret it.",Insult / Snark
Rosa,"I thought about it, but then I put that thought on hold. I wanted to show you Ropesburg.",Personal Life
Rosa,"You wanted this offer so badly, I thought I'd give you a chance at the job.",Police Work
Rosa,"Hi, sergeant. No, I'm still not interested. At all. But this is Detective Santiago. She's one of our top detectives, and she really wants the job.",Police Work
Rosa,"He quit to start a carpet cleaning business, because that was better than being Captain here because this is the most boring place on earth.",Insult / Snark
Rosa,I'll pay for that.,Conversation Glue
Rosa,So what'd you think of Ropesburg?,Personal Life
Rosa,"It's whack, and you know it. Their number-one crime is tricycle theft. There's a bakery attached to the precinct. Come on, Santiago. You never would've taken that job, so why'd you even care that they offered it to me?",Emotion
Rosa,"Well, you're not the only girl at the table anymore. We work in a police force full of dudes. We gotta have each other's backs, okay?",Emotion
Rosa,"Yeah, I got your back. Don't smile. I'm still mad at you.",Emotion
Rosa,Moment's over. Shut up.,Insult / Snark
Rosa,"Ha! ""Boyle objects to Boyle Bingo.""",Emotion
Rosa,It's the one without any blood on it.,Police Work
Rosa,"It looks like you live on the set of Murder, She Wrote.",Insult / Snark
Rosa,Don't apologize. I'd rather spend Thanksgiving at your house than with my sister.,Personal Life
Rosa,Yay.,Conversation Glue
Rosa,"It's so pleasant and boring. But, Holt, at your house, surrounded by these idiots? Guaranteed train wreck. Thanks for the invite. (Smiles)",Insult / Snark
Rosa,"Oh, look at that. ""Boyle saves Thanksgiving.""",Insult / Snark
Rosa,"No. But it does say, ""Boyle believes obvious lie.""",Insult / Snark
Rosa,Please do.,Conversation Glue
Rosa,Are you eating packing peanuts?,Insult / Snark
Rosa,Amy broke everything and got us kicked out of the bar. Then we got attacked by rats. It's the best Thanksgiving ever.,Personal Life
Rosa,"""I marked them 'Awk' for 'Awkward'?""",Conversation Glue
Rosa,What are you wearing?,Conversation Glue
Rosa,"Yeah, till you made the best Thanksgiving meal I've ever had and ruined it.",Food
Rosa,That’s nice. And I like you as a person. But I’m just not interested in you romantically.,Romance
Rosa,"Again- that’s sweet. But I’m not into you that way, and I have a boyfriend.",Romance
Rosa,Listen to me: the healthy thing for you to do is move on.,Romance
Rosa,You’re the only one who did that.,Conversation Glue
Rosa,"So, if Boyle, Peralta, and the sergeant are out--",Police Work
Rosa,"Let me get that for you, Boyle.",Personal Life
Rosa,I think he's into me.,Romance
Rosa,"Fear is a powerful aphrodisiac. Anyway, he said he wants to speak to ""John or Jack Peralta or whatever.""",Romance
Rosa,Yeah. He said he wants a deal. He has some information about some dude who steals Pontiacs.,Police Work
Rosa,"Yeah, I just said that. Chill, man.",Conversation Glue
Rosa,Yeah.,Conversation Glue
Rosa,"Before we go any further, we need to know if you're for real. Describe the guy.",Police Work
Rosa,So all you know is what a bunch of other mopes have said over the years. Anything else?,Police Work
Rosa,"12 counts of identity theft, but I've been chasing him for a month.",Police Work
Rosa,96,Conversation Glue
Rosa,"1,000 push-ups, really?",Conversation Glue
Rosa,Okay. I'm in.,Conversation Glue
Rosa,"It's a pact we made. It really just means ""trust me."" And I do.",Emotion
Rosa,No way.,Conversation Glue
Rosa,Why stop there? Why not tell her you're an astronaut?,Insult / Snark
Rosa,"Fine. One false move, and I tase you in front of your mom.",Insult / Snark
Rosa,I love getting to know people. It's my jam.,Personal Life
Rosa,You guys having fun?,Conversation Glue
Rosa,'Cause I'm not. His mom put this stupid braid in my hair.,Insult / Snark
Rosa,"No, you look like a Boyz II Men Easter album.",Insult / Snark
Rosa,There's no sign of anyone. You sure about this?,Police Work
Rosa,"No, we do not. Something doesn't smell right to me.",Police Work
Rosa,"Do I? One of you is a criminal, and the other one is dressed like Steve Harvey. It's over. I'm ending this now. Sorry, Jake.",Insult / Snark
Rosa,"Yeah. 1,000 push-ups.",Conversation Glue
Rosa,"What? That's not how this works. I said 1,000 push-ups, you have to back me up. That's the pact, end of story.",Emotion
Rosa,I hope you understand how serious this is to me.,Emotion
Rosa,Don't quote Die Hard.,Insult / Snark
Rosa,We got eyes on the bandit. He's a block away.,Police Work
Rosa,What is he doing?,Conversation Glue
Rosa,That's it. I'm calling it.,Police Work
Rosa,Hands on your head!,Police Work
Rosa,He's gone. He ran.,Police Work
Rosa,"Yeah, you did. Why don't you come back here and take me out to dinner?",Romance
Rosa,"I got a lot of work to do, Peralta.",Police Work
Rosa,"No, you can't.",Conversation Glue
Rosa,"I don't care about the push-ups, Jake. I care that you didn't honor our pact. I've always trusted you, and when you did that it made me feel like you don't trust me.",Emotion
Rosa,"No, it won't. Now get down on the floor.",Police Work
Rosa,I changed my mind.,Conversation Glue
Rosa,"Night, Peralta.",Conversation Glue
Rosa,"You said 2,000, remember?",Conversation Glue
Rosa,What about your car?,Conversation Glue
Rosa,"Sure, that sounds great.",Conversation Glue
Rosa,His pain meds are making him weird.,Insult / Snark
Rosa,I'm avoiding Boyle and his truth bombs.,Personal Life
Rosa,He keeps saying he wants to talk to me. I'm afraid he's gonna tell me he loves me or propose marriage or something.,Romance
Rosa,He dove in front of those b*ll*ts for me. I can't be mean to him. I watched him make coffee for 28 minutes this morning. But I also can't lead him on.,Romance
Rosa,Oh. It's happening?,Emotion
Rosa,"Okay, let's do this. I think you're sweet--",Romance
Rosa,Sounds awful. Hit the park. That's a dog.,Personal Life
Rosa,You don't have locks on your windows.,Police Work
Rosa,They cost $8. You have a fur bedspread.,Personal Life
Rosa,We need an itemized list of everything that was stolen.,Police Work
Rosa,Can't you just buy another knockoff?,Insult / Snark
Rosa,Can you estimate the value of everything that was taken?,Police Work
Rosa,None of the partials returned any matches. Nobody in your building saw anything. We've hit a wall.,Police Work
Rosa,"Captain, we swept the scene, ran the prints, canvassed the building. We followed procedure.",Police Work
Rosa,What's the matter with you?,Insult / Snark
Rosa,A P.I.? These guys are hacks.,Insult / Snark
Rosa,"""Look up who Picasso is.""",Insult / Snark
Rosa,She once said the best comedy of all time was The Girl with the Dragon Tattoo.,Personal Life
Rosa,Depends. How many g*ns do I still have hidden?,Personal Life
Rosa,Do I still have my knife? Nunchucks? Axe?,Personal Life
Rosa,"I know, but I want to play it out. Do I still have my throwing stars?",Personal Life
Rosa,You're here late.,Conversation Glue
Rosa,We are. Come on. We're taking you home.,Personal Life
Rosa,"We installed a second lock on your front door, put locks on the windows by the fire escape, and set all your lights on timers.",Police Work
Rosa,Ugh. You made us run up ten flights of stairs.,Emotion
Rosa,"Hey, Pembroke. What do you say we go talk about a case in the break room?",Police Work
Rosa,The case of how you got so damn sexy.,Romance
Rosa,"Good news is, the sting we set up to catch deadbeats went great.",Police Work
Rosa,"You're not very bright, are you, Bill?",Insult / Snark
Rosa,"It's my birthday. I hate birthdays. If you wish me a Happy Birthday, I will punch you.",Insult / Snark
Rosa,"Yeah, guy was passing bad checks.",Police Work
Rosa,"Yeah, the name here is the same name on the checks.",Police Work
Rosa,"Extinguisher's empty, morons.",Insult / Snark
Rosa,You think I have an anger problem? I don't. You are both dead to me.,Insult / Snark
Rosa,I knew just where to punch it to get free food. Now I have to go back to punching Hitchcock.,Food
Rosa,Still too much.,Conversation Glue
Rosa,Anyone over the age of six celebrating a birthday should go to hell.,Insult / Snark
Rosa,Why are you so obsessed with that game?,Insult / Snark
Rosa,"Stop saying ""insatiable.""",Insult / Snark
Rosa,You want me to go to a bar?,Personal Life
Rosa,You are obviously trying to get me to go to a surprise party. Did Marcus put you up to this?,Personal Life
Rosa,Maybe he's having dinner with his sidepiece first.,Romance
Rosa,"You look fine. Here, wear this. Jake, you need a jacket or something.",Personal Life
Rosa,Who else is going?,Conversation Glue
Rosa,"Don't lie to me, Boyle, or you will be eating your bone marrow custard through a straw.",Insult / Snark
Rosa,- Charles! -,Conversation Glue
Rosa,"If you knew me, you'd know I hate surprise parties, so clearly you don't know me at all.",Insult / Snark
Rosa,"That will never happen. In fact, you just lost ""Rosa"" privileges. From now on, you can call me ""Diaz"" or ""Hey, you.""",Insult / Snark
Rosa,"Yeah, who cares about a kiss? Call me if you grab each other's asses. He's pulling over. It's going down.",Romance
Rosa,"Guys, guys, it's not a handoff. He's leaving the package.",Police Work
Rosa,We can't pull him over this close to the drop site. It'll alert the buyer. I say we follow him for a mile.,Police Work
Rosa,"Dude, stop saying random facts to try to prove you know me.",Insult / Snark
Rosa,Enough! I'm going to the dumb party but only because I don't want to hurt Marcus. I'm still super mad at you.,Emotion
Rosa,"Oh, I just want to see Lorelai happy, and shut up!",Personal Life
Rosa,"How's this? Oh, my God. It's so much worse than I imagined.",Emotion
Rosa,"All right, let's get this over with.",Conversation Glue
Rosa,What's going on?,Conversation Glue
Rosa,This is incredible.,Emotion
Rosa,"Thank you. But never call me ""Ro-ro"" again.",Emotion
Rosa,Wow.,Conversation Glue
Rosa,What the hell are these?,Conversation Glue
Rosa,"Sarge, I don't need to be monitored all day long. I'm not a toddler. This is stupid.",Insult / Snark
Rosa,"Fine, but I am gonna play the hell out of some backgammon. Watch me.",Personal Life
Rosa,I'd love to see you date someone from work. Your head would explode.,Insult / Snark
Rosa,Mm. Sick burn.,Insult / Snark
Rosa,I don't hear anything.,Conversation Glue
Rosa,What? I put it up there for safe keeping.,Conversation Glue
Rosa,"Yeah. I had it on my desk, but I kept spilling coffee on it. Oops.",Personal Life
Rosa,So what is this? Casual? Serious? I need to know how to make fun of you. You guys dating?,Romance
Rosa,"Oh, that's not good.",Emotion
Rosa,"So, Boyle…",Conversation Glue
Rosa,"Let's go look at those surveillance tapes, yeah?",Police Work
Rosa,"Why are you still playing with that stupid game, Sarge? The guy is dead.",Insult / Snark
Rosa,"His orders were stupid. I hated him more than any cop I've ever known. Whoa. I just realized I'm never gonna be able to say that to his face. I mean, I could say it to his wife at the funeral, but it won't be the same.",Emotion
Rosa,I didn't do it for him. I did it 'cause it's my job. We cool?,Police Work
Rosa,Good.,Conversation Glue
Rosa,Still hot.,Romance
Rosa,He stared at me for 90 seconds while he ate an entire peach.,Personal Life
Rosa,"Really? 'Cause when you left, you made a pretty big deal of deleting us from your phone.",Emotion
Rosa,I don't think we're that dramatic.,Conversation Glue
Rosa,Ugh. What do you even know about this person?,Insult / Snark
Rosa,This is creepy and unlike you. You even know her first name?,Insult / Snark
Rosa,"Well, this got upsetting real quick.",Emotion
Terry,"JP, update on the Morgenthau murder?",Police Work
Terry,How about we focus on the murder and not the old person gunk?,Police Work
Terry,"Okay, I want you on this. It's gonna be priority one for the new C.O.",Police Work
Terry,Captain Holt will be here soon. He'll wanna introduce himself. Dismissed.,Police Work
Terry,"Yes, sir.",Conversation Glue
Terry,"Fatter, sir. They called me ""Terry tіttіеs."" Because I had large, uh...",Personal Life
Terry,"A year ago, my wife and I had twin baby girls. Cagney and Lacey.",Personal Life
Terry,"Ever since, I kinda got scared of getting hurt. Lost my edge. There was an incident in a department store.",Emotion
Terry,I’m fine. I'm fine.,Emotion
Terry,And I'm still not right.,Emotion
Terry,"Now the good ones. Rosa Diaz. Tough, smart, hard to read, and really scary.",Police Work
Terry,"Charles Boyle. He's a grinder. Not the most brilliant detective, but he works harder than anyone else. He's not physically… gifted.",Police Work
Terry,"Amy Santiago. She's got seven brothers, so she's always trying to prove she's tough.",Police Work
Terry,"She and Peralta have some big bet over who gets more arrests this year. Ever since the bet, their numbers have gone way up.",Police Work
Terry,Jacob Peralta is my best detective. He likes putting away bad guys and he loves solving puzzles. The only puzzle he hasn't solved is how to grow up.,Police Work
Terry,I’ve talked a lot about Jake in my departmentally mandated therapy sessions.,Personal Life
Terry,"Absolutely, sir. Where do we start?",Conversation Glue
Terry,"You're lucky, man. I wish I could get assigned here full-time. You could not be farther from the action.",Police Work
Terry,"You're wrong about Holt. That man has forgotten more about being a cop than you will ever know. In 1981, he caught the Disco Strangler.",Police Work
Terry,The man is the real deal. You need to listen to him.,Police Work
Terry,"Okay, detectives, let's get started. Santiago, where are we with the Jay Street drug bust?",Police Work
Terry,Good. Take Boyle and Diaz.,Police Work
Terry,"Peralta, brief us on the vandalism case.",Police Work
Terry,He can clearly spot 'em. You should take my minivan.,Personal Life
Terry,You all got a problem with my minivan?,Personal Life
Terry,"‘Cause my wife doesn't like it either. She wanted an SUV, but those things roll, man. They roll!",Personal Life
Terry,You made a mixtape?,Personal Life
Terry,"What's insane is how you refuse to get with the program. There is a new sheriff in town, Jake.",Police Work
Terry,Did he let you play your mixtape?,Personal Life
Terry,"Get an iPod, man. Mixtape?",Personal Life
Terry,"What are you doing, Peralta?",Police Work
Terry,What? There's a penis on my minivan?,Personal Life
Terry,"Baby, I've got some bad news. Someone painted a giant penis on our minivan. No, you cannot have an SUV now. Those things roll, baby. They roll!",Personal Life
Terry,Francois Truffaut's Breathless. What? Terry likes foreign films.,Personal Life
Terry,"All right, let's get started. Scully. Where are you on digitizing the old case files?",Police Work
Terry,Why are you smiling? That's nothin’.,Conversation Glue
Terry,Dismissed.,Police Work
Terry,"Oh, I love being Scary Terry. He says what regular Terry's thinking.",Emotion
Terry,This is takin' too long! I'm gonna miss the farmer's market!,Personal Life
Terry,"But I'm too busy. I've got a special case I'm working on. Uh, Hitchcock, Boyle needs you to fill out a lineup.",Police Work
Terry,Why was your hand in her back pocket?,Romance
Terry,"10,000 sit-ups.",Personal Life
Terry,"He's right. You just need a win. Pick your easiest, no-brainer case, and work it till it's done.",Police Work
Terry,Don't make me hit you again.,Insult / Snark
Terry,Um...I'm building this dollhouse for my girls. It's their birthday tomorrow. I told my wife I'd get it done.,Personal Life
Terry,"No! I can do this. It's just driving me a little crazy. Where do I affix the princess tower, Boyle?! Where do I affix it?!",Emotion
Terry,"Not now, Boyle. Let a brother breathe. Let a brother breathe.",Emotion
Terry,"Oh, my God. What happened to all the princess flourishes?",Personal Life
Terry,"Thank you, Boyle. I appreciate it.",Conversation Glue
Terry,Peralta... Where are we on the Lincoln place murder?,Police Work
Terry,"Yes, Jake. I played linebacker at Syracuse.",Personal Life
Terry,You mean drive you there and wait outside... Far away from the guns.,Emotion
Terry,"Sir, I haven't fired a weapon since the incident.",Emotion
Terry,"Actually, there was an incident after that.",Personal Life
Terry,Screaming shooting the piñata.,Personal Life
Terry,"Sir, I may not be the man for the job.",Emotion
Terry,All right. Back your left foot up a hair.,Police Work
Terry,No! Gina! We've been over this.,Police Work
Terry,"All right, look, hands here, stand up straight, chin forward.",Police Work
Terry,Gina!,Conversation Glue
Terry,"Yeah, everybody does stances, Gina. Listen, uh... Hey, all right, all right! Look, hey, both you, just watch.",Police Work
Terry,Why are you counting my shots? Are you trying to have me recertified?,Police Work
Terry,I can't believe you tricked me!,Emotion
Terry,I just need a second.,Emotion
Terry,It's just the target looks exactly like a friend of mine. It's just freaking me out.,Emotion
Terry,"Yes. Let's all just count to a million. One, two, three, four, five, six... So then lceman says, ""You can be my wingman any day."" And then Maverick says...",Personal Life
Terry,I know!,Conversation Glue
Terry,Peralta! Now.,Police Work
Terry,"Shut it! Holt was right. I've been so worried about my own kids, I forgot about my stupid grown-up kids.",Emotion
Terry,"I should've been on you guys more. And starting now, I will be. But if you ever do this again, I swear I will crush your head in one hand.",Insult / Snark
Terry,Try me.,Insult / Snark
Terry,The boss is taking heat for something that's not even his fault. I can't let that happen.,Police Work
Terry,Sir? Thank you.,Conversation Glue
Terry,"It's gonna be a long road, but I'm ready to get myself back in the game.",Emotion
Terry,"I mean, eventually... Not tonight. I need to go hug my baby girls. Excuse me.",Personal Life
Terry,I didn't know you went to catholic schooL,Personal Life
Terry,I get it. You're so mysterious and tough. But you know what I think? You're actually a big softy.,Personal Life
Terry,You probably read a Maya Angelou poem at your graduation and cried.,Insult / Snark
Terry,Why? What'd you do?,Conversation Glue
Terry,"Oh, I'm gonna find out anyway.",Conversation Glue
Terry,I'm a Detective. I will detect!,Police Work
Terry,"Look, Jake, I love you like you're one of my daughters.",Emotion
Terry,But it's not about you or how smart you are. It's about Captain Holt. The man's a genius. He's had your number at every turn.,Police Work
Terry,I still want to know why you got kicked out of catholic school. Were you doing drugs?,Personal Life
Terry,Selling drugs?,Personal Life
Terry,How bad could it have been? Did you burn down a church?,Personal Life
Terry,"Well, guess what she said. Apparently, you were a model student and transferred of your own volition.",Personal Life
Terry,I knew it! I knew you were a big softy.,Personal Life
Terry,"Boyle, I need you in the briefing room.",Police Work
Terry,Damn!,Emotion
Terry,"Whoa, Detective Santiago.",Conversation Glue
Terry,I'm not tired. Why would you think I was tired?,Personal Life
Terry,"I ended up doing 25 minutes of sleep chin-ups on muscle memory alone. Tired Terry still gets after it, that's all I'm saying.",Personal Life
Terry,"Just long enough for me to squeeze in quick workout. So, like, three hours.",Personal Life
Terry,That's mine. It's a t-shirt from my fat phase.,Personal Life
Terry,"When you're that big, you buy anything that fits. A lot of fat guy clothes have racist overtones.",Personal Life
Terry,"You got a second, Captain? I've got these overtime forms for you to s...",Police Work
Terry,"No, sir.",Conversation Glue
Terry,"I'm fine. And I filled this out. I just need you to... Permission to yawn, sir.",Personal Life
Terry,What's this?,Conversation Glue
Terry,I didn't ask what you were doing. I asked what you are doing.,Conversation Glue
Terry,"That's unacceptable. If you wanna know which restaurant has better pies, you can't just have one guy try one pie from each place. Everybody needs to try all the pies from both places. We gonna be here awhile.",Food
Terry,Another one for Crust. It's not looking good for Flatbush Diner.,Food
Terry,Bring out the meringues.,Food
Terry,"You wanted something, sir?",Police Work
Terry,"Sir, this is not necessary. Also, can't sleep without my whale songs.",Personal Life
Terry,"Everything's great with my wife. It's just, my brother-in-law's in town, and we do not get along. He thinks I'm a weakling.",Personal Life
Terry,I can do it.,Emotion
Terry,He makes me feel so small.,Emotion
Terry,This is such a disaster.,Emotion
Terry,"No, not that. My brother-in-law is coming to have dinner with me on his way to JFK. But also the botched investigation, that's bad too.",Personal Life
Terry,So this is my desk.,Police Work
Terry,"Actually, I don't like pickles that much.",Food
Terry,Oh?,Conversation Glue
Terry,"So you want me first through the door, sir?",Police Work
Terry,"Hey, I'm not gonna be able to make dinner tonight.",Personal Life
Terry,"Thank you, sir. I'll never forget it.",Emotion
Terry,All right. Everyone's here. Today we're gonna work on our courtroom demeanor.,Police Work
Terry,"This seminar is not optional, Diaz. You're testifying in an aggravated assault case tomorrow. The D.A. is worried about how you present yourself on the stand.",Police Work
Terry,This is an important case. You need to do well.,Police Work
Terry,"All you need is for a jury to like you. If they like you, they'll trust you.",Police Work
Terry,Don't call them morons.,Police Work
Terry,Good instinct!,Police Work
Terry,And always make good eye contact.,Police Work
Terry,Yeah. You gotta blink.,Police Work
Terry,Or too fast.,Police Work
Terry,Don't blink too fast or too slow or too much or too little.,Police Work
Terry,It's the perfect place for our second lesson... Courthouse wardrobe.,Police Work
Terry,"Boyle, pull it together.",Police Work
Terry,We need to soften up your look. My wife and Charles's mom donated some clothes.,Police Work
Terry,No.,Conversation Glue
Terry,That's great.,Conversation Glue
Terry,She's dressed right. We coached her. She'll be okay.,Police Work
Terry,We just assumed you were a terrifying human being with a short fuse.,Personal Life
Terry,"I know that, Boyle.",Conversation Glue
Terry,"Diaz, you did it. They found him guilty on all charges.",Police Work
Terry,Yeah. Okay. I'm gonna go ahead and schedule you for a psych eval.,Police Work
Terry,What are you talking about?,Conversation Glue
Terry,I was working out and saw a muscle in my shoulder I'd never seen before. I thought it might've been a scientific discovery.,Personal Life
Terry,"Captain, here's the mope who hacked our computer system. His mother turned him in. His name is Corey Park.",Police Work
Terry,"His web handle is ""savant."" His people name is Corey Park.",Police Work
Terry,Why are you giving candy to a baby in the first place? Don't give candy to a baby! They can't brush their teeth!,Police Work
Terry,I doubt I'll need Gina's help. I'm sure she's busy anyway.,Police Work
Terry,"Man, don't be hacking into my stuff.",Police Work
Terry,"Ah, you must be Simon Walker. Have a seat. It says here you were an I.T. Specialist with the board of ed for two years.",Police Work
Terry,I'm sorry about her. Okay. What's your experience with cyber-security?,Police Work
Terry,There's no need to be nervous.,Police Work
Terry,What would you say is your biggest weakness as an employee?,Police Work
Terry,"Fine, what about this guy?",Insult / Snark
Terry,"Fine, what was with the flossing?",Personal Life
Terry,That punk who hacked us?,Police Work
Terry,But how can we be sure he won't turn on us?,Police Work
Terry,"Savant, you're part of the nine-nine now. We look after each other. Hey, ball, if savant was to do anything to harm this precinct, would I destroy him? (Terry crushes the 8 ball with his hand, Charles eyes are widen) Answer uncertain. Try again.",Insult / Snark
Terry,"Boyle says, ""Come on, guys."" That's two for Terry.",Conversation Glue
Terry,"Damn it, Boyle. You left the fridge open. The door couldn't shut because of your empty pizza box.(Takes out the pizza box)",Food
Terry,"Everything's spoiled. My lunch is ruined. My chicken, my potatoes, my pasta, my meatballs, ham, my yogurt. (Takes out every meal)",Food
Terry,I love yogurt.,Food
Terry,"I need to eat 10,000 calories a day to maintain muscle mass. My wife made me all of this before she left town with the kids. That was everything in my fridge. (Closes fridge door)",Personal Life
Terry,Scully.,Conversation Glue
Terry,Where is it?,Food
Terry,Is it in your pockets?,Food
Terry,I'm gonna shake it out of your pockets. Turn around.,Food
Terry,Release your sweets.,Food
Terry,"Hey, excuse me. Can we please eat? My body is starting to digest itself. Terry needs nutrients.",Personal Life
Terry,"No waiting, just toasting. I want you to toast. Now I wanna eat toast. Give me some toast!",Food
Terry,Why wouldn't you? They're both white powders. Of course they're interchangeable.,Food
Terry,Can't. I'm so stuffed.,Food
Terry,Toilet.,Food
Terry,I ate one string bean. It tasted like fish vomit. That was it for me.,Food
Terry,Do you have any more of these pretzels?,Food
Terry,But the cook is coming back.,Food
Terry,"Don't worry, guys, I found food. (Sets a box down and eat the packing peanuts)",Food
Terry,No. Where is it?,Conversation Glue
Terry,There's a lot of food up there?,Food
Terry,You think?,Conversation Glue
Terry,"I'm just gonna put you down, man.",Insult / Snark
Terry,Make it five.,Emotion
Terry,"Nope, not doing that again. Move.",Conversation Glue
Terry,"You get that hand near me again, you're gonna lose it.",Insult / Snark
Terry,"Sorry, Santiago, I don’t have time for that. My psych evaluation is today. They’re gonna decide if I’m ready to go back on the streets.",Police Work
Terry,I think I’m ready. I’m no longer fixating on my fears.,Emotion
Terry,Okay. That sounds... fun.,Conversation Glue
Terry,...I popped your pillow.,Personal Life
Terry,"Ah... Hey, Charles, just take my coffee. It's fresh.",Food
Terry,"All right, you got it?",Conversation Glue
Terry,"Absolutely. Hey, Boyle. You want to choose where we order lunch from today?",Food
Terry,But we'd love to hear it again.,Conversation Glue
Terry,Oh... Yeah.,Emotion
Terry,"Gina, we've been looking all over for you. You can't just disappear and leave a sign on your desk that says, ""gone leavin'.""",Personal Life
Terry,"Very cute, sir.",Police Work
Terry,"I'm sorry, sir, but that's impossible. With the twins learning how to walk, chaos reigns at the Jeffords household. I can't let those innocent pups into that madhouse. Terry won't do you like that.",Personal Life
Terry,"That's cold, sir.",Emotion
Terry,Hitchcock called himself Scully by accident.,Police Work
Terry,"Hey, Captain, we thought we'd get more work done in here, because...",Police Work
Terry,"I was in the bathroom with him, sir. It was a nightmare.",Personal Life
Terry,"But on the plus side, I think I know what to do with them.",Personal Life
Terry,Seriously? The bet? They've been keeping score all year. It comes up all the time. What are you doing all day?,Personal Life
Terry,"Okay, okay, okay. Then it is settled. If Peralta loses, Santiago gets his car. If Santiago loses, she goes for a date in said car.",Personal Life
Terry,"Hey, baby. Happy you made it. Captain, I'd like you to meet my wife, Sharon.",Personal Life
Terry,"He means metaphorically. You know, saving him from all that paperwork. Paper cuts are a slow death, baby.",Police Work
Terry,Nooo!,Emotion
Terry,"I thought I told you. Remember when you were half asleep watching the news and the babies were quiet, and I said, real low, ""hey, baby. I'm back in the field. You want something to eat?"" And you were like, ""what?"" And I was like, ""you want something to eat?"" And you said, ""sure."" And I got you an oatmeal cookie? Remember?",Personal Life
Terry,"Oh, damn. She called me Terrance. I'm doomed.",Emotion
Terry,"Look, baby, I'm sorry, but Captain's life was in danger. I just did what I had to do. It was an impulse decision.",Police Work
Terry,"Now is not the time, Boyle.",Emotion
Terry,"I'm sorry, honey. I just didn't want you to worry.",Personal Life
Terry,My wife takes the babies to the park all the time.,Personal Life
Terry,How old is Kelly again?,Personal Life
Terry,"I was born ready. And then I was not born ready for a while, but now I'm back to being born ready.",Emotion
Terry,"Let's talk strategy later tonight at my house. My wife's working late, I'm on daddy duty.",Personal Life
Terry,Absolutely. I just need to put my precious babies to bed with a story.,Personal Life
Terry,"The Ebony Falcon needs to read Go, Dog, Go.",Personal Life
Terry,"You don't want to do this, man.",Emotion
Terry,It hurts you every time.,Emotion
Terry,Sorry about the mess.,Personal Life
Terry,"Well, we just finished story time. I'm gonna kiss the girls night-night, then we can get down to business. All right, time for night-night, girls.",Personal Life
Terry,"You know, I just want to let you guys know that I love you girls so, so much okay? So sleep tight. You know, daddy will never leave you, right, girls?",Personal Life
Terry,What are you guys talking about?,Police Work
Terry,So... What's the plan at the gym?,Police Work
Terry,"Listen, man, I know everybody's worried about me being psychologically ready for this. But I promise you I am. No matter what happens, no matter how many b*ll*ts are flying, I'm gonna be right there in the middle of everything. I got your back.",Police Work
Terry,You sure you can lift this much weight?,Police Work
Terry,Nope. The longer we wait the more likely our cover gets blown. I'll make contact.,Police Work
Terry,"Yup. A black Trent. One of many. Uh, what do you want to start with today?",Police Work
Terry,"Nothing happened. Jacoby wanted to do wind sprints outside. You know, he's a mean dude, but I think I'm making progress. He asked to borrow my squat belt, I told him no, he respected that.",Police Work
Terry,'Sup?,Conversation Glue
Terry,I didn't. Brooklyn Bulk Fitness.,Personal Life
Terry,I don't know why. I work out there all the time.,Personal Life
Terry,"What are you doing, Peralta? You just blew my cover!",Police Work
Terry,Or did you compromise an investigation and piss off a superior officer?,Police Work
Terry,"You blew our cover, man! Now I gotta go into an interrogation with no evidence and try to get Jacoby to rat out his distributors!",Police Work
Terry,"Point to your delts, Jake.",Personal Life
Terry,"You didn't have to hop in there, man. I can handle this. What's my name?",Police Work
Terry,What is my name?,Police Work
Terry,And what does The Ebony Falcon do?,Police Work
Terry,"Hell yeah, he does. Except now The Ebony Falcon is monogamous and too tired for sex, so his only indulgence is fresh fruit yogurt parfaits.",Personal Life
Terry,You lied to me!,Emotion
Terry,I'm a Detective Sergeant in the NYPD. Holt told me. Why are you cutting me out of the operation?,Police Work
Terry,You gonna talk to me now?,Police Work
Terry,"Oh, now I'm gonna hit you for real.",Insult / Snark
Terry,Worried about what?,Emotion
Terry,Why didn't you just say something to me?,Emotion
Terry,"Yeah, I get it. It's been a rough year. But I've learned to embrace my fears. It makes me a better cop.",Emotion
Terry,We good. And for the record... If I could be any kind of vacation... I'd be lake trip.,Personal Life
Terry,All right. It's time to catch some bad guys. Its good to be back.,Police Work
Terry,"You're a weird guy, Jake.",Insult / Snark
Terry,I left one for you.,Food
Terry,Whoo!,Conversation Glue
Terry,Major crimes division just called. They're taking over your m*rder case. The Vulture is on his way here now.,Police Work
Terry,"All right, let's get started. So we have good news, and we have bad news.",Police Work
Terry,There's only three files here. It's been an hour.,Police Work
